user,hotel,city,rating
user_059,Regent Lodge,New York,2
user_060,Meridian Grand Hotel,Toronto,2
user_060,Ivy Resort,New York,2
user_060,Lantern Grand Hotel,Vancouver,4
user_060,Lantern Resort,Austin,3
user_060,Meridian Suites,Chicago,3
user_060,Vela Suites,Toronto,3
user_060,Aspen Resort,New York,2
user_060,Ivy Suites,Vancouver,3
user_060,Cascade Resort,Seattle,3
user_060,Azure Resort,Seattle,3
user_060,Azure Suites,Toronto,4
user_060,Cascade Lodge,Vancouver,2
user_060,Azure Inn,Vancouver,2
user_061,Meridian Lodge,Chicago,4
user_061,Aspen Inn,New York,5
user_061,Vela Suites,Toronto,4
user_061,Summit Suites,New York,5
user_061,Cascade Resort,Seattle,5
user_061,Meridian Suites,Chicago,4
user_061,Meridian Resort,New York,5
user_061,Meridian Inn,New York,5
user_061,Harbor Resort,Toronto,5
user_061,Ivy Lodge,Seattle,5
user_061,Coral Lodge,Chicago,5
user_061,Summit Resort,New York,5
user_061,Regent Grand Hotel,Toronto,5
user_061,Monarch Lodge,New York,5
user_061,Aspen Lodge,Austin,5
user_061,Vela Grand Hotel,Austin,5
user_061,Lantern Grand Hotel,Vancouver,5
user_061,Harbor Lodge,Vancouver,5
user_061,Vela Lodge,New York,5
user_062,Monarch Lodge,New York,2
user_062,Azure Inn,Vancouver,4
user_062,Coral Suites,Toronto,3
user_062,Vela Lodge,New York,2
user_062,Regent Suites,Vancouver,3
user_062,Vela Suites,Toronto,3
user_062,Meridian Resort,New York,2
user_062,Aspen Suites,New York,2
user_062,Coral Grand Hotel,New York,1
user_062,Summit Suites,New York,4
user_062,Lantern Resort,Austin,4
user_062,Azure Suites,Toronto,3
user_062,Coral Inn,Chicago,4
user_062,Azure Resort,Seattle,3
user_062,Ivy Lodge,Seattle,2
user_062,Meridian Grand Hotel,Toronto,2
user_062,Harbor Resort,Toronto,3
user_062,Ivy Grand Hotel,New York,4
user_062,Monarch Resort,Vancouver,3
user_062,Monarch Grand Hotel,Toronto,2
user_063,Meridian Suites,Chicago,4
user_063,Cascade Grand Hotel,Austin,4
user_063,Regent Grand Hotel,Toronto,4
user_063,Lantern Inn,Austin,4
user_063,Summit Grand Hotel,New York,4
user_063,Ivy Inn,Chicago,3
user_063,Coral Grand Hotel,New York,4
user_063,Lantern Resort,Austin,4
user_063,Harbor Grand Hotel,Austin,3
user_063,Meridian Lodge,Chicago,5
user_063,Coral Lodge,Chicago,4
user_063,Cascade Inn,Seattle,4
user_064,Lantern Lodge,Chicago,4
user_064,Meridian Lodge,Chicago,4
user_064,Coral Lodge,Chicago,4
user_064,Aspen Resort,New York,4
user_064,Cascade Lodge,Vancouver,5
user_064,Meridian Resort,New York,4
user_064,Monarch Resort,Vancouver,5
user_064,Azure Lodge,Vancouver,5
user_064,Summit Grand Hotel,New York,5
user_064,Ivy Inn,Chicago,4
user_064,Vela Suites,Toronto,5
user_064,Regent Resort,Toronto,5
user_064,Azure Inn,Vancouver,4
user_064,Cascade Resort,Seattle,5
user_064,Lantern Grand Hotel,Vancouver,5
user_064,Lantern Inn,Austin,5
user_064,Coral Resort,Toronto,5
user_064,Coral Suites,Toronto,5
user_064,Coral Grand Hotel,New York,5
user_065,Monarch Resort,Vancouver,2
user_065,Cascade Resort,Seattle,4
user_065,Vela Resort,Chicago,3
user_065,Azure Resort,Seattle,3
user_065,Meridian Inn,New York,4
user_065,Lantern Inn,Austin,3
user_065,Summit Suites,New York,2
user_065,Aspen Grand Hotel,Toronto,4
user_065,Regent Grand Hotel,Toronto,4
user_065,Meridian Resort,New York,3
user_065,Monarch Inn,Toronto,4
user_065,Coral Resort,Toronto,3
user_065,Vela Inn,Austin,3
user_065,Coral Lodge,Chicago,3
user_065,Cascade Suites,Toronto,3
user_065,Summit Lodge,Vancouver,4
user_065,Summit Inn,Toronto,4
user_065,Vela Grand Hotel,Austin,4
user_065,Meridian Grand Hotel,Toronto,4
user_066,Regent Inn,New York,3
user_066,Summit Inn,Toronto,4
user_066,Meridian Inn,New York,3
user_066,Lantern Resort,Austin,4
user_066,Azure Suites,Toronto,3
user_066,Monarch Inn,Toronto,2
user_066,Azure Inn,Vancouver,2
user_066,Regent Grand Hotel,Toronto,5
user_066,Coral Grand Hotel,New York,4
user_066,Meridian Suites,Chicago,4
user_066,Azure Grand Hotel,Seattle,3
user_066,Coral Suites,Toronto,3
user_066,Coral Lodge,Chicago,2
user_067,Monarch Lodge,New York,3
user_067,Azure Inn,Vancouver,1
user_067,Lantern Resort,Austin,3
user_067,Summit Suites,New York,1
user_067,Aspen Lodge,Austin,2
user_067,Harbor Suites,Austin,2
user_067,Cascade Inn,Seattle,1
user_067,Monarch Grand Hotel,Toronto,2
user_067,Monarch Suites,New York,3
user_067,Meridian Grand Hotel,Toronto,1
user_067,Lantern Lodge,Chicago,1
user_067,Coral Inn,Chicago,1
user_067,Azure Lodge,Vancouver,2
user_067,Vela Inn,Austin,3
user_067,Summit Inn,Toronto,2
user_067,Ivy Resort,New York,1
user_068,Summit Lodge,Vancouver,5
user_068,Cascade Resort,Seattle,3
user_068,Coral Inn,Chicago,2
user_068,Regent Lodge,New York,4
user_068,Azure Inn,Vancouver,2
user_068,Cascade Suites,Toronto,2
user_068,Summit Grand Hotel,New York,2
user_068,Regent Grand Hotel,Toronto,2
user_068,Meridian Resort,New York,3
user_068,Lantern Inn,Austin,2
user_068,Vela Suites,Toronto,2
user_068,Monarch Inn,Toronto,2
user_068,Azure Lodge,Vancouver,4
user_068,Vela Inn,Austin,3
user_069,Meridian Suites,Chicago,3
user_069,Regent Lodge,New York,2
user_069,Summit Lodge,Vancouver,4
user_069,Regent Resort,Toronto,2
user_069,Lantern Lodge,Chicago,2
user_069,Monarch Inn,Toronto,3
user_069,Summit Suites,New York,1
user_069,Coral Lodge,Chicago,3
user_069,Harbor Grand Hotel,Austin,1
user_069,Ivy Inn,Chicago,2
user_069,Azure Suites,Toronto,1
user_069,Monarch Lodge,New York,3
user_070,Monarch Lodge,New York,4
user_070,Meridian Grand Hotel,Toronto,4
user_070,Azure Lodge,Vancouver,5
user_070,Coral Lodge,Chicago,4
user_070,Monarch Inn,Toronto,5
user_070,Meridian Suites,Chicago,5
user_070,Monarch Resort,Vancouver,5
user_070,Ivy Inn,Chicago,4
user_070,Coral Inn,Chicago,5
user_071,Regent Resort,Toronto,4
user_071,Regent Inn,New York,5
user_071,Harbor Grand Hotel,Austin,5
user_071,Coral Inn,Chicago,5
user_071,Aspen Lodge,Austin,4
user_071,Coral Suites,Toronto,5
user_071,Harbor Suites,Austin,5
user_071,Monarch Grand Hotel,Toronto,4
user_071,Meridian Suites,Chicago,4
user_071,Harbor Lodge,Vancouver,5
user_071,Regent Lodge,New York,4
user_071,Azure Lodge,Vancouver,5
user_072,Regent Grand Hotel,Toronto,4
user_072,Cascade Resort,Seattle,3
user_072,Meridian Suites,Chicago,4
user_072,Meridian Resort,New York,5
user_072,Harbor Lodge,Vancouver,3
user_072,Cascade Suites,Toronto,3
user_072,Summit Inn,Toronto,4
user_072,Ivy Inn,Chicago,4
user_072,Harbor Suites,Austin,4
user_072,Cascade Inn,Seattle,4
user_072,Aspen Inn,New York,5
user_072,Lantern Resort,Austin,5
user_072,Vela Resort,Chicago,5
user_073,Cascade Resort,Seattle,4
user_073,Meridian Lodge,Chicago,3
user_073,Monarch Lodge,New York,4
user_073,Meridian Suites,Chicago,4
user_073,Regent Inn,New York,4
user_073,Meridian Grand Hotel,Toronto,4
user_073,Ivy Suites,Vancouver,4
user_073,Lantern Suites,New York,5
user_073,Vela Grand Hotel,Austin,4
user_073,Aspen Lodge,Austin,5
user_073,Monarch Grand Hotel,Toronto,3
user_073,Monarch Inn,Toronto,5
user_073,Harbor Suites,Austin,3
user_073,Cascade Grand Hotel,Austin,4
user_073,Lantern Inn,Austin,5
user_073,Lantern Resort,Austin,5
user_073,Ivy Inn,Chicago,3
user_074,Harbor Lodge,Vancouver,3
user_074,Regent Suites,Vancouver,3
user_074,Regent Lodge,New York,3
user_074,Azure Suites,Toronto,3
user_074,Ivy Lodge,Seattle,3
user_074,Lantern Lodge,Chicago,4
user_074,Meridian Inn,New York,2
user_074,Coral Resort,Toronto,5
user_074,Ivy Resort,New York,4
user_074,Vela Suites,Toronto,4
user_074,Vela Lodge,New York,4
user_074,Coral Lodge,Chicago,4
user_074,Lantern Inn,Austin,5
user_074,Lantern Grand Hotel,Vancouver,4
user_074,Regent Grand Hotel,Toronto,5
user_074,Cascade Suites,Toronto,4
user_074,Cascade Resort,Seattle,5
user_074,Harbor Inn,Seattle,5
user_074,Azure Resort,Seattle,3
user_074,Summit Grand Hotel,New York,3
user_075,Lantern Inn,Austin,4
user_075,Aspen Lodge,Austin,2
user_075,Harbor Lodge,Vancouver,3
user_075,Harbor Grand Hotel,Austin,3
user_075,Ivy Lodge,Seattle,3
user_075,Meridian Resort,New York,3
user_075,Ivy Inn,Chicago,3
user_075,Vela Lodge,New York,5
user_075,Monarch Lodge,New York,4
user_075,Regent Resort,Toronto,2
user_075,Aspen Resort,New York,3
user_075,Harbor Suites,Austin,4
user_075,Lantern Grand Hotel,Vancouver,4
user_075,Coral Suites,Toronto,4
user_075,Summit Suites,New York,1
user_076,Monarch Inn,Toronto,2
user_076,Coral Resort,Toronto,3
user_076,Lantern Grand Hotel,Vancouver,2
user_076,Monarch Lodge,New York,4
user_076,Meridian Resort,New York,2
user_076,Regent Grand Hotel,Toronto,4
user_076,Cascade Lodge,Vancouver,1
user_076,Lantern Resort,Austin,3
user_076,Azure Inn,Vancouver,2
user_076,Meridian Suites,Chicago,3
user_076,Harbor Suites,Austin,4
user_076,Summit Suites,New York,1
user_076,Monarch Grand Hotel,Toronto,3
user_076,Regent Suites,Vancouver,1
user_076,Coral Inn,Chicago,1
user_077,Monarch Suites,New York,5
user_077,Cascade Resort,Seattle,5
user_077,Coral Resort,Toronto,5
user_077,Meridian Suites,Chicago,4
user_077,Coral Lodge,Chicago,5
user_077,Coral Inn,Chicago,4
user_077,Regent Resort,Toronto,3
user_077,Regent Inn,New York,5
user_077,Azure Inn,Vancouver,4
user_077,Aspen Inn,New York,4
user_077,Cascade Suites,Toronto,4
user_077,Aspen Lodge,Austin,4
user_077,Aspen Resort,New York,4
user_077,Meridian Resort,New York,5
user_077,Cascade Lodge,Vancouver,5
user_077,Lantern Grand Hotel,Vancouver,5
user_078,Cascade Resort,Seattle,3
user_078,Cascade Inn,Seattle,4
user_078,Lantern Inn,Austin,3
user_078,Ivy Inn,Chicago,5
user_078,Coral Inn,Chicago,3
user_078,Meridian Suites,Chicago,4
user_078,Monarch Lodge,New York,4
user_078,Meridian Resort,New York,3
user_078,Coral Resort,Toronto,2
user_078,Lantern Grand Hotel,Vancouver,4
user_078,Coral Grand Hotel,New York,4
user_079,Cascade Inn,Seattle,3
user_079,Cascade Grand Hotel,Austin,3
user_079,Vela Suites,Toronto,3
user_079,Meridian Grand Hotel,Toronto,3
user_079,Coral Inn,Chicago,4
user_079,Aspen Inn,New York,4
user_079,Coral Resort,Toronto,4
user_080,Aspen Lodge,Austin,3
user_080,Azure Resort,Seattle,3
user_080,Coral Lodge,Chicago,3
user_080,Azure Grand Hotel,Seattle,4
user_080,Vela Grand Hotel,Austin,3
user_080,Aspen Resort,New York,3
user_080,Cascade Inn,Seattle,4
user_080,Lantern Suites,New York,3
user_080,Vela Suites,Toronto,3
user_080,Cascade Grand Hotel,Austin,4
user_080,Coral Inn,Chicago,4
user_080,Meridian Resort,New York,3
user_080,Monarch Inn,Toronto,3
user_080,Azure Lodge,Vancouver,3
user_080,Regent Suites,Vancouver,3
user_081,Lantern Inn,Austin,4
user_081,Vela Suites,Toronto,5
user_081,Coral Resort,Toronto,4
user_081,Monarch Inn,Toronto,5
user_081,Lantern Lodge,Chicago,5
user_081,Ivy Inn,Chicago,5
user_081,Coral Inn,Chicago,5
user_081,Summit Suites,New York,5
user_082,Summit Inn,Toronto,4
user_082,Meridian Inn,New York,5
user_082,Ivy Inn,Chicago,5
user_082,Azure Resort,Seattle,5
user_082,Cascade Suites,Toronto,5
user_082,Cascade Lodge,Vancouver,5
user_082,Monarch Lodge,New York,5
user_083,Summit Suites,New York,4
user_083,Cascade Lodge,Vancouver,5
user_083,Vela Inn,Austin,4
user_083,Cascade Inn,Seattle,5
user_083,Aspen Inn,New York,4
user_083,Cascade Resort,Seattle,4
user_083,Coral Inn,Chicago,5
user_083,Cascade Grand Hotel,Austin,4
user_083,Vela Lodge,New York,5
user_083,Aspen Suites,New York,3
user_083,Lantern Grand Hotel,Vancouver,4
user_083,Monarch Inn,Toronto,4
user_083,Meridian Suites,Chicago,3
user_083,Ivy Inn,Chicago,5
user_083,Meridian Lodge,Chicago,5
user_083,Cascade Suites,Toronto,4
user_083,Meridian Resort,New York,4
user_083,Azure Inn,Vancouver,5
user_084,Lantern Lodge,Chicago,3
user_084,Cascade Suites,Toronto,3
user_084,Monarch Inn,Toronto,2
user_084,Coral Grand Hotel,New York,1
user_084,Azure Inn,Vancouver,2
user_084,Coral Suites,Toronto,2
user_084,Summit Grand Hotel,New York,1
user_084,Vela Grand Hotel,Austin,3
user_084,Meridian Resort,New York,2
user_084,Lantern Inn,Austin,3
user_084,Ivy Resort,New York,3
user_084,Azure Resort,Seattle,2
user_084,Azure Lodge,Vancouver,1
user_084,Lantern Resort,Austin,2
user_084,Cascade Lodge,Vancouver,3
user_084,Coral Lodge,Chicago,3
user_084,Vela Suites,Toronto,2
user_084,Aspen Lodge,Austin,2
user_084,Monarch Suites,New York,3
user_084,Monarch Lodge,New York,2
user_085,Azure Lodge,Vancouver,4
user_085,Azure Resort,Seattle,4
user_085,Harbor Resort,Toronto,4
user_085,Ivy Inn,Chicago,4
user_085,Coral Suites,Toronto,4
user_085,Coral Resort,Toronto,3
user_085,Aspen Grand Hotel,Toronto,3
user_086,Regent Grand Hotel,Toronto,4
user_086,Cascade Grand Hotel,Austin,4
user_086,Harbor Inn,Seattle,4
user_086,Azure Lodge,Vancouver,3
user_086,Lantern Resort,Austin,3
user_086,Monarch Inn,Toronto,4
user_086,Cascade Inn,Seattle,4
user_086,Meridian Grand Hotel,Toronto,4
user_086,Monarch Grand Hotel,Toronto,4
user_086,Meridian Lodge,Chicago,3
user_086,Cascade Suites,Toronto,4
user_086,Ivy Lodge,Seattle,3
user_086,Cascade Resort,Seattle,3
user_086,Meridian Resort,New York,2
user_086,Lantern Inn,Austin,3
user_087,Summit Inn,Toronto,5
user_087,Meridian Resort,New York,3
user_087,Vela Inn,Austin,3
user_087,Summit Suites,New York,3
user_087,Meridian Grand Hotel,Toronto,2
user_087,Coral Inn,Chicago,3
user_087,Harbor Resort,Toronto,3
user_087,Aspen Grand Hotel,Toronto,4
user_087,Coral Suites,Toronto,4
user_088,Cascade Inn,Seattle,4
user_088,Azure Inn,Vancouver,3
user_088,Coral Suites,Toronto,3
user_088,Cascade Lodge,Vancouver,2
user_088,Cascade Suites,Toronto,3
user_088,Azure Lodge,Vancouver,4
user_088,Ivy Lodge,Seattle,5
user_089,Cascade Resort,Seattle,3
user_089,Azure Lodge,Vancouver,5
user_089,Ivy Lodge,Seattle,5
user_089,Vela Inn,Austin,5
user_089,Lantern Lodge,Chicago,2
user_089,Regent Suites,Vancouver,4
user_090,Vela Resort,Chicago,5
user_090,Regent Suites,Vancouver,5
user_090,Cascade Resort,Seattle,3
user_090,Summit Suites,New York,5
user_090,Vela Grand Hotel,Austin,4
user_090,Coral Grand Hotel,New York,5
user_091,Aspen Resort,New York,4
user_091,Vela Inn,Austin,4
user_091,Coral Grand Hotel,New York,5
user_091,Harbor Lodge,Vancouver,4
user_091,Meridian Inn,New York,5
user_091,Ivy Lodge,Seattle,4
user_092,Meridian Suites,Chicago,4
user_092,Azure Resort,Seattle,5
user_092,Aspen Grand Hotel,Toronto,5
user_092,Lantern Resort,Austin,5
user_092,Azure Grand Hotel,Seattle,5
user_092,Cascade Inn,Seattle,5
user_092,Monarch Resort,Vancouver,5
user_092,Cascade Lodge,Vancouver,5
user_092,Lantern Grand Hotel,Vancouver,5
user_093,Monarch Inn,Toronto,2
user_093,Lantern Suites,New York,4
user_093,Regent Resort,Toronto,5
user_093,Regent Inn,New York,3
user_093,Monarch Grand Hotel,Toronto,3
user_093,Azure Suites,Toronto,3
user_093,Harbor Lodge,Vancouver,4
user_093,Coral Suites,Toronto,3
user_093,Summit Suites,New York,5
user_093,Ivy Inn,Chicago,5
user_093,Cascade Lodge,Vancouver,4
user_093,Meridian Resort,New York,5
user_093,Regent Grand Hotel,Toronto,5
user_093,Monarch Lodge,New York,4
user_093,Vela Resort,Chicago,4
user_093,Aspen Lodge,Austin,5
user_093,Regent Suites,Vancouver,4
user_093,Harbor Resort,Toronto,5
user_093,Azure Grand Hotel,Seattle,2
user_093,Vela Grand Hotel,Austin,4
user_094,Cascade Inn,Seattle,4
user_094,Meridian Suites,Chicago,4
user_094,Monarch Lodge,New York,4
user_094,Cascade Resort,Seattle,4
user_094,Ivy Lodge,Seattle,3
user_094,Azure Resort,Seattle,3
user_094,Lantern Grand Hotel,Vancouver,4
user_094,Aspen Lodge,Austin,4
user_094,Summit Lodge,Vancouver,5
user_094,Regent Grand Hotel,Toronto,5
user_094,Vela Lodge,New York,4
user_095,Vela Inn,Austin,3
user_095,Cascade Inn,Seattle,2
user_095,Regent Inn,New York,3
user_095,Coral Grand Hotel,New York,2
user_095,Azure Lodge,Vancouver,3
user_095,Lantern Grand Hotel,Vancouver,4
user_095,Ivy Lodge,Seattle,3
user_095,Azure Suites,Toronto,3
user_095,Cascade Grand Hotel,Austin,2
user_096,Azure Suites,Toronto,3
user_096,Summit Suites,New York,4
user_096,Summit Inn,Toronto,2
user_096,Azure Inn,Vancouver,3
user_096,Harbor Inn,Seattle,3
user_096,Meridian Grand Hotel,Toronto,2
user_097,Aspen Lodge,Austin,4
user_097,Cascade Grand Hotel,Austin,5
user_097,Regent Lodge,New York,5
user_097,Summit Suites,New York,5
user_097,Monarch Lodge,New York,5
user_097,Azure Inn,Vancouver,4
user_097,Coral Lodge,Chicago,5
user_097,Aspen Grand Hotel,Toronto,5
user_097,Azure Lodge,Vancouver,5
user_097,Cascade Suites,Toronto,5
user_097,Lantern Grand Hotel,Vancouver,4
user_097,Vela Resort,Chicago,5
user_097,Cascade Resort,Seattle,5
user_097,Harbor Grand Hotel,Austin,5
user_097,Regent Suites,Vancouver,5
user_097,Regent Grand Hotel,Toronto,5
user_097,Azure Resort,Seattle,4
user_097,Monarch Grand Hotel,Toronto,5
user_097,Monarch Resort,Vancouver,4
user_097,Coral Inn,Chicago,4
user_098,Vela Resort,Chicago,1
user_098,Regent Inn,New York,2
user_098,Summit Lodge,Vancouver,2
user_098,Azure Lodge,Vancouver,2
user_098,Harbor Lodge,Vancouver,1
user_098,Aspen Inn,New York,1
user_098,Meridian Suites,Chicago,3
user_098,Cascade Inn,Seattle,1
user_099,Regent Grand Hotel,Toronto,1
user_099,Coral Resort,Toronto,1
user_099,Vela Lodge,New York,2
user_099,Monarch Lodge,New York,1
user_099,Aspen Inn,New York,1
user_099,Meridian Grand Hotel,Toronto,1
user_099,Regent Resort,Toronto,1
user_099,Aspen Grand Hotel,Toronto,4
user_099,Harbor Grand Hotel,Austin,1
user_099,Cascade Resort,Seattle,1
user_099,Regent Suites,Vancouver,2
user_099,Regent Lodge,New York,3
user_099,Meridian Resort,New York,1
user_099,Azure Inn,Vancouver,3
user_099,Azure Lodge,Vancouver,1
user_099,Lantern Inn,Austin,1
user_099,Meridian Inn,New York,2
user_099,Monarch Resort,Vancouver,1
user_099,Azure Suites,Toronto,2
user_100,Lantern Grand Hotel,Vancouver,3
user_100,Cascade Lodge,Vancouver,3
user_100,Coral Inn,Chicago,4
user_100,Vela Resort,Chicago,4
user_100,Lantern Inn,Austin,4
user_100,Aspen Lodge,Austin,4
user_100,Lantern Resort,Austin,4
user_100,Summit Suites,New York,4
user_100,Cascade Suites,Toronto,3
user_100,Azure Inn,Vancouver,4
user_100,Summit Lodge,Vancouver,3
user_100,Meridian Suites,Chicago,4
user_100,Vela Lodge,New York,4
user_101,Aspen Lodge,Austin,3
user_101,Lantern Grand Hotel,Vancouver,2
user_101,Cascade Grand Hotel,Austin,2
user_101,Azure Inn,Vancouver,3
user_101,Meridian Suites,Chicago,2
user_101,Vela Suites,Toronto,3
user_101,Ivy Inn,Chicago,2
user_102,Lantern Suites,New York,5
user_102,Lantern Resort,Austin,5
user_102,Azure Grand Hotel,Seattle,5
user_102,Meridian Resort,New York,5
user_102,Monarch Resort,Vancouver,5
user_102,Cascade Suites,Toronto,5
user_102,Azure Suites,Toronto,5
user_102,Ivy Resort,New York,5
user_102,Regent Suites,Vancouver,5
user_102,Summit Lodge,Vancouver,5
user_102,Aspen Resort,New York,5
user_102,Lantern Lodge,Chicago,5
user_102,Regent Resort,Toronto,5
user_102,Cascade Inn,Seattle,5
user_102,Azure Resort,Seattle,5
user_102,Vela Inn,Austin,5
user_102,Lantern Inn,Austin,5
user_102,Vela Lodge,New York,5
user_102,Meridian Inn,New York,5
user_103,Coral Lodge,Chicago,3
user_103,Lantern Suites,New York,3
user_103,Cascade Inn,Seattle,3
user_103,Harbor Lodge,Vancouver,3
user_103,Ivy Inn,Chicago,4
user_103,Regent Suites,Vancouver,3
user_103,Lantern Inn,Austin,5
user_103,Vela Grand Hotel,Austin,5
user_103,Meridian Resort,New York,4
user_104,Cascade Inn,Seattle,3
user_104,Azure Suites,Toronto,3
user_104,Lantern Inn,Austin,4
user_104,Cascade Resort,Seattle,3
user_104,Regent Inn,New York,3
user_104,Coral Lodge,Chicago,3
user_104,Ivy Grand Hotel,New York,3
user_104,Regent Suites,Vancouver,3
user_104,Vela Inn,Austin,3
user_104,Ivy Inn,Chicago,3
user_104,Meridian Resort,New York,3
user_105,Regent Suites,Vancouver,4
user_105,Meridian Resort,New York,2
user_105,Monarch Grand Hotel,Toronto,4
user_105,Azure Resort,Seattle,3
user_105,Harbor Lodge,Vancouver,2
user_105,Regent Grand Hotel,Toronto,3
user_105,Aspen Lodge,Austin,4
user_105,Azure Lodge,Vancouver,4
user_105,Cascade Inn,Seattle,2
user_105,Summit Lodge,Vancouver,5
user_105,Cascade Resort,Seattle,3
user_106,Lantern Grand Hotel,Vancouver,4
user_106,Cascade Resort,Seattle,5
user_106,Coral Resort,Toronto,3
user_106,Regent Suites,Vancouver,2
user_106,Vela Inn,Austin,3
user_106,Ivy Inn,Chicago,3
user_106,Cascade Grand Hotel,Austin,4
user_106,Lantern Inn,Austin,4
user_106,Coral Suites,Toronto,3
user_106,Coral Inn,Chicago,3
user_106,Azure Resort,Seattle,3
user_106,Aspen Lodge,Austin,3
user_106,Cascade Inn,Seattle,3
user_106,Vela Grand Hotel,Austin,5
user_106,Cascade Suites,Toronto,3
user_106,Meridian Suites,Chicago,4
user_106,Monarch Inn,Toronto,4
user_106,Summit Grand Hotel,New York,2
user_106,Azure Suites,Toronto,3
user_106,Regent Grand Hotel,Toronto,4
user_107,Ivy Lodge,Seattle,4
user_107,Summit Suites,New York,4
user_107,Lantern Inn,Austin,4
user_107,Regent Inn,New York,3
user_107,Azure Suites,Toronto,4
user_107,Meridian Grand Hotel,Toronto,5
user_107,Azure Resort,Seattle,4
user_107,Regent Resort,Toronto,4
user_107,Monarch Suites,New York,4
user_107,Harbor Resort,Toronto,4
user_107,Vela Resort,Chicago,4
user_107,Aspen Grand Hotel,Toronto,4
user_107,Regent Grand Hotel,Toronto,5
user_107,Coral Suites,Toronto,4
user_107,Ivy Inn,Chicago,4
user_108,Coral Resort,Toronto,2
user_108,Azure Resort,Seattle,4
user_108,Summit Grand Hotel,New York,4
user_108,Meridian Grand Hotel,Toronto,4
user_108,Cascade Lodge,Vancouver,5
user_108,Azure Inn,Vancouver,5
user_108,Lantern Resort,Austin,3
user_108,Regent Grand Hotel,Toronto,3
user_108,Summit Lodge,Vancouver,4
user_108,Summit Suites,New York,3
user_108,Vela Grand Hotel,Austin,2
user_108,Ivy Inn,Chicago,5
user_108,Cascade Resort,Seattle,3
user_108,Azure Suites,Toronto,3
user_108,Coral Inn,Chicago,4
user_108,Cascade Inn,Seattle,5
user_109,Lantern Inn,Austin,2
user_109,Coral Suites,Toronto,3
user_109,Cascade Suites,Toronto,3
user_109,Coral Inn,Chicago,3
user_109,Summit Resort,New York,2
user_109,Monarch Grand Hotel,Toronto,1
user_109,Coral Resort,Toronto,1
user_109,Summit Grand Hotel,New York,4
user_109,Regent Grand Hotel,Toronto,1
user_109,Ivy Lodge,Seattle,1
user_109,Lantern Suites,New York,3
user_109,Lantern Resort,Austin,3
user_110,Cascade Lodge,Vancouver,4
user_110,Lantern Resort,Austin,3
user_110,Ivy Resort,New York,4
user_110,Ivy Lodge,Seattle,2
user_110,Lantern Suites,New York,3
user_110,Summit Grand Hotel,New York,4
user_110,Regent Resort,Toronto,2
user_110,Monarch Inn,Toronto,5
user_110,Aspen Lodge,Austin,2
user_110,Summit Lodge,Vancouver,4
user_110,Coral Inn,Chicago,3
user_111,Harbor Grand Hotel,Austin,3
user_111,Monarch Inn,Toronto,4
user_111,Aspen Inn,New York,3
user_111,Regent Lodge,New York,4
user_111,Cascade Lodge,Vancouver,5
user_111,Summit Grand Hotel,New York,4
user_111,Vela Suites,Toronto,5
user_111,Regent Grand Hotel,Toronto,3
user_111,Lantern Inn,Austin,4
user_111,Ivy Lodge,Seattle,4
user_111,Aspen Resort,New York,4
user_111,Azure Resort,Seattle,5
user_111,Monarch Grand Hotel,Toronto,4
user_111,Coral Inn,Chicago,4
user_111,Azure Grand Hotel,Seattle,4
user_112,Monarch Inn,Toronto,1
user_112,Lantern Grand Hotel,Vancouver,1
user_112,Cascade Lodge,Vancouver,1
user_112,Meridian Suites,Chicago,2
user_112,Regent Suites,Vancouver,1
user_112,Ivy Resort,New York,1
user_112,Lantern Inn,Austin,1
user_112,Harbor Suites,Austin,1
user_112,Azure Lodge,Vancouver,2
user_112,Azure Suites,Toronto,1
user_113,Meridian Grand Hotel,Toronto,3
user_113,Monarch Inn,Toronto,4
user_113,Vela Suites,Toronto,5
user_113,Lantern Grand Hotel,Vancouver,5
user_113,Azure Resort,Seattle,5
user_113,Summit Inn,Toronto,5
user_113,Aspen Lodge,Austin,5
user_113,Cascade Suites,Toronto,4
user_113,Coral Inn,Chicago,4
user_113,Cascade Grand Hotel,Austin,3
user_113,Vela Grand Hotel,Austin,4
user_113,Aspen Suites,New York,5
user_113,Ivy Inn,Chicago,4
user_113,Monarch Suites,New York,4
user_113,Aspen Resort,New York,4
user_113,Harbor Inn,Seattle,4
user_113,Azure Grand Hotel,Seattle,3
user_113,Vela Lodge,New York,4
user_113,Ivy Suites,Vancouver,4
user_114,Coral Grand Hotel,New York,1
user_114,Vela Inn,Austin,2
user_114,Ivy Lodge,Seattle,1
user_114,Aspen Lodge,Austin,2
user_114,Vela Grand Hotel,Austin,2
user_114,Summit Grand Hotel,New York,2
user_114,Lantern Resort,Austin,2
user_114,Azure Suites,Toronto,1
user_114,Meridian Suites,Chicago,1
user_114,Summit Suites,New York,1
user_114,Lantern Grand Hotel,Vancouver,2
user_114,Coral Lodge,Chicago,3
user_115,Cascade Resort,Seattle,4
user_115,Meridian Suites,Chicago,4
user_115,Vela Grand Hotel,Austin,4
user_115,Monarch Grand Hotel,Toronto,2
user_115,Coral Inn,Chicago,1
user_115,Ivy Inn,Chicago,2
user_115,Azure Lodge,Vancouver,2
user_115,Monarch Lodge,New York,3
user_116,Monarch Inn,Toronto,5
user_116,Cascade Suites,Toronto,4
user_116,Summit Lodge,Vancouver,4
user_116,Azure Inn,Vancouver,4
user_116,Lantern Resort,Austin,4
